0.1,0.008668,-0.00848,0.017461,0.039293,0.0088986,-0.036115,-0.055611,0.13074,-0.026705,0.05328,-0.062755,-0.0039317,0.00044974,0.014681,-0.036106,-0.035946,-0.0017284,0.038706,0.074269,-0.089694,0.032531,-0.047213,0.023765,0.079829,-0.053678,-0.045967,-0.025722,-0.0030565,0.059464,-0.037943,0.029369,0.021103,0.018584,0.042182,-0.0058578,0.005796,0.017529,-0.031969,-0.0015122,-0.012213,-0.0056882,0.0046774,-2.2031e-16,6.515e-16,1.884e-16,2.2204e-16,4.4829e-16,-2.0752e-16,-2.8482e-17,0.015403,-0.013773,-0.0048856,0.0084254,0.017202,-0.00031383,0.011015,0.014236,-0.0063792,0.003786,-0.026619,0.012751,-0.0085344,0.0093937,-0.011149,0.017917,-0.018909,0.026306,-0.10488,-0.13693,-0.05692,-0.030722,-0.0099421,-0.013327,-0.014699,-0.020238,-0.045935,0.019628,0.019515,-0.052424,-0.093762,-0.04482,-0.29028,-0.050393,-0.070018,-0.13229,-0.1188,-0.045763,-0.044458,-0.047613,-0.13632,-0.8129,-0.094608,-0.099122,0.028944,-0.041024,-0.031138,0.11798,0.11581,0.039121
0.1,0.0005813,0.011996,0.024793,0.029679,0.038389,-0.030627,0.00069781,-0.012673,-0.026071,0.018608,-0.057758,-0.027295,0.0027904,0.0062647,-0.031697,-0.00078348,0.0077526,-0.011829,0.017229,0.01016,0.012824,-0.01056,0.0014111,0.014066,-0.01335,-0.019022,-0.012627,-0.018504,0.022921,0.0073227,-0.017067,0.0053397,0.005345,-0.0072774,0.0035099,0.0034401,-0.007053,0.032024,0.0007967,0.012775,0.0073481,-0.0071114,-2.5414e-16,3.5844e-16,-1.6724e-16,-2.2898e-16,-4.2033e-16,1.642e-16,5.7642e-17,-0.025448,0.019127,0.023418,0.018929,-0.0010479,0.022923,0.0059093,-0.0081303,0.019889,-0.022422,-0.0017029,-0.0078937,0.0088164,-0.00512,0.0034388,0.010434,-0.038983,0.0034709,-0.026058,-0.0050192,0.013349,0.0071402,0.0075702,-0.0012264,-0.0094761,-0.012985,0.0042945,-0.02692,-0.032211,-0.0077919,0.013624,0.019984,-0.021429,0.022966,-0.045685,0.029686,-0.0081504,0.0071735,0.01417,0.010217,-0.043309,-0.024298,0.011299,0.0070759,-0.046641,0.027252,0.0035897,0.0041756,-0.069535,-0.9754
0.1,0.060595,0.010267,0.051608,0.0038695,-0.0021035,-0.00069842,-0.01263,0.020467,-0.0032501,-0.025351,-0.025924,0.031566,0.0057874,-0.062741,-0.014719,-0.066637,0.033706,-0.032584,-0.0011162,-0.022908,0.011732,0.024543,0.0079641,0.0144,0.017642,0.0024635,0.011957,-0.0085446,-0.0022532,-0.024343,-0.0013832,0.044025,0.019114,-0.017145,-0.031279,-0.049247,0.0099904,0.002401,-0.0048086,0.012815,0.0097919,0.021548,3.1789e-16,2.6384e-16,1.7362e-16,2.6368e-16,3.6391e-16,-2.8704e-17,-5.3699e-16,0.02602,0.0061412,-0.021937,0.10766,0.013185,0.057564,-0.027185,0.015597,-0.001637,0.0089938,-0.036881,-0.0010507,0.0029215,0.026397,-0.0099422,0.016802,-0.028041,0.028785,-0.068694,-0.021738,0.034145,0.0086123,0.00043924,-0.020714,0.023437,-0.0082666,-0.0097529,-0.024532,0.012814,-0.0029225,-0.0087535,-0.028074,-0.14411,-0.010702,-0.013255,-0.021045,-0.0083111,0.010758,0.054461,-0.0010775,-0.15588,-0.049141,0.064106,0.10311,-0.22575,0.28075,0.28931,-0.80462,-0.018413,0.048295
0.1,-0.033947,-0.00060358,0.028781,-0.05866,0.035898,0.057144,-0.031864,-0.024377,-0.0071007,-0.035549,0.04199,-0.0091842,0.00056346,-0.034201,-0.022703,0.057037,0.0032495,0.087288,0.004907,0.015267,0.066871,0.021848,-0.039827,0.059853,-0.012165,-0.015907,0.058279,-0.043589,-0.025457,-0.013488,-0.034655,0.062641,-0.029133,-0.016113,-0.023079,0.011335,-0.00017313,-0.0043685,0.028093,0.00243,-0.004451,0.003478,1.3531e-16,-5.1977e-16,1.1359e-16,-4.8572e-17,1.9082e-17,-5.4297e-16,1.6647e-16,0.036185,0.021737,-0.0032403,0.020616,0.011716,0.010826,-0.014548,0.0028502,-0.015476,-0.029682,0.0046913,-0.0076592,0.00062806,0.0014289,-0.0049501,-0.00015826,-0.018295,-0.070488,-0.096857,0.057379,-0.0036051,-0.025348,0.024132,-0.021173,-0.060928,-0.0062036,0.0096006,0.017103,0.0022269,0.032503,0.057546,0.047376,-0.012937,-0.01772,0.038896,-0.12718,-0.12547,0.11129,0.1304,-0.14078,-0.19798,0.02599,0.50225,0.026267,-0.6607,-0.15942,0.0048568,0.25008,-0.020942,0.053176
0.1,0.036108,0.063082,0.048267,0.047359,0.067947,-0.051289,0.0026732,-0.0023946,0.037008,0.03702,-0.088979,0.047076,0.0036278,-0.069448,0.0026508,-0.016093,-0.02559,-0.037524,0.016696,-0.024698,0.0026733,0.031036,-0.021438,0.02854,0.019829,3.0538e-05,0.026354,-0.038161,0.013299,0.020691,-0.038279,0.0054422,0.06793,-0.10138,-0.022521,0.0033909,0.064911,0.022049,0.0083961,0.0070523,0.04203,0.0080889,1.2291e-15,2.5349e-16,9.4644e-16,-8.3961e-16,-4.8545e-17,-2.3202e-16,5.5612e-16,-0.1232,0.35742,-0.076077,0.66565,-0.032496,0.040491,0.33386,0.16295,0.3252,0.031839,0.061147,0.014329,-0.01311,-0.041594,8.0026e-05,-0.028609,0.06572,-0.0068443,0.009049,0.028908,0.037776,-0.071543,-0.018289,0.048604,0.010513,0.019926,0.0051325,0.060843,0.018868,-0.012827,-0.064702,-0.0020153,0.035353,-0.03767,0.029849,-0.078626,0.16539,0.073884,0.012048,0.00038736,0.039927,0.0065599,-0.01003,-0.014947,0.032377,-0.033404,-0.026126,0.069224,0.0057723,0.03524
0.1,0.054431,0.01565,-0.064874,0.012464,-0.012289,0.035584,-0.017136,-0.021732,-0.051492,-0.091214,-0.05846,-6.8823e-05,-0.0098858,-0.022447,-0.023274,0.014841,0.019702,-0.018533,-0.029254,-0.043717,0.033376,0.023012,-0.059128,-0.046146,-0.024496,-0.0086438,-0.096596,-0.0092829,0.026142,0.036959,-0.0078069,-0.028566,-0.028534,-0.021075,-0.013732,0.010983,-0.010977,-0.017028,0.007229,-3.9632e-05,-0.0020819,0.0089051,1.5613e-16,2.6324e-16,1.0533e-16,3.0531e-16,5.3462e-16,-4.597e-17,-2.7953e-16,0.0079745,0.0021283,-0.0098446,-0.00012308,0.016664,-0.025754,0.0026847,-0.010269,0.014542,0.00028659,0.028652,0.025152,0.020518,0.013876,0.0011867,0.00076411,-0.0085662,0.026545,-0.021445,0.050327,-0.030437,-0.017961,-0.047561,0.0035201,0.030352,-0.0024686,-0.019758,-8.4829e-05,-0.081983,0.018745,0.030464,-0.034073,-0.018178,0.10105,-0.12789,-0.072808,0.016064,-0.0314,0.070946,-0.10001,-0.15448,0.018377,-0.085756,0.45977,-0.0080975,0.71247,-0.13286,0.31221,-0.021474,0.051222
0.1,0.10398,0.018046,0.039691,0.079158,-0.019972,-0.0057295,-0.027421,0.020989,0.013595,0.10728,-0.029126,0.019811,0.035922,-0.082078,0.058626,0.01303,-0.067297,0.082812,0.12509,-0.10656,-0.039201,0.041597,-0.065743,-0.040798,-0.027198,0.084315,0.00682,0.0028027,-0.02767,0.012772,-0.0027837,0.027162,-0.012411,0.062625,-0.0030303,-0.032755,-0.045282,0.0048652,-0.011835,0.01597,-0.024862,0.006158,-6.7004e-16,-2.8921e-16,-1.8044e-16,5.2562e-16,-1.5876e-16,-1.7157e-16,-4.0204e-16,0.044307,-0.070258,0.0096034,-0.00093961,0.12619,-0.031955,0.02096,0.036835,0.036632,-0.010922,-0.0068825,-0.039323,-0.016831,0.020916,-0.0097057,0.023486,-0.048135,0.10785,-0.23139,-0.11653,0.092668,0.16514,-0.034475,-1.0063e-05,-0.11754,0.00055339,0.011276,0.033051,0.13104,-0.038012,-0.24058,-0.16719,-0.54876,-0.15362,-0.070383,-0.20257,-0.091359,-0.20528,-0.038569,-0.03366,0.11174,0.40326,-0.0038468,0.010533,0.045784,-0.053541,-0.030702,0.08066,-0.008029,-0.0057862
0.1,0.02308,0.12465,0.031656,0.070302,0.11167,-0.078047,0.017452,-0.01261,0.1024,0.078426,-0.083509,0.083353,-0.0019597,-0.067611,0.051001,0.03981,-0.084462,-0.018044,0.011128,-0.027196,-0.020332,0.034237,-0.042056,0.013388,0.024689,0.016602,0.037149,-0.02531,-0.0029586,0.043969,-0.029699,-0.042769,0.055288,-0.093819,0.0020226,0.049609,0.069158,-0.010531,0.012791,-0.018284,0.025776,-0.0062219,3.8511e-16,-1.8545e-16,6.5711e-16,-9.3849e-16,1.9925e-16,-2.8406e-16,5.2714e-16,-0.090649,0.18769,-0.040641,0.090956,-0.019827,-0.078235,0.008322,-0.018875,-0.082796,0.0060941,0.021001,0.0030174,-0.0061383,-0.0018961,0.0064569,-0.0073265,0.0163,-0.026395,0.083603,-0.011875,-0.10042,0.089477,0.020932,-0.057387,-0.035465,-0.022372,-0.0061503,-0.089771,-0.027435,0.044679,0.19751,0.014852,0.041064,0.12651,-0.05596,0.30709,-0.68508,-0.34254,-0.12371,-0.011054,-0.0060556,0.034529,-0.0050934,0.0027288,-9.8478e-05,0.0010038,0.0029272,-0.0079386,0.0057359,0.041039
0.1,-0.061429,-0.012062,-0.0038988,0.061809,-0.026642,-0.019884,-0.058203,0.057236,-0.029463,-0.011107,0.020807,0.042264,0.021849,0.0093179,-0.023233,0.014311,0.0052163,-0.0052771,-0.013157,0.019297,0.023157,0.035013,0.035902,-0.031373,-0.016713,0.023185,-0.020896,-0.015201,-0.012544,0.005742,0.017564,0.015076,0.002421,-0.012844,-0.013622,-0.032608,0.013309,0.0015844,-0.0012572,-0.0096206,-0.0052922,-0.01805,-3.9465e-16,-1.8144e-16,-3.3969e-16,3.4694e-17,-3.6582e-16,2.5658e-16,6.5314e-16,-0.01689,-0.0087539,0.037117,0.001937,0.014158,0.00070177,-0.0073757,0.018203,-0.014868,-0.027563,0.011164,0.016747,-0.014769,-0.016063,-0.00040384,0.0018176,0.00026592,-0.036966,0.0084241,-0.0014021,0.033628,-0.00020941,0.032986,-0.019836,0.027746,0.028358,-0.010679,-0.014579,-0.0080906,-0.015635,-0.052609,0.096335,-0.0030018,-0.016164,-0.053908,-0.039143,-0.017314,-0.066026,0.072157,0.0020035,-0.0015905,-0.10232,0.056299,0.043719,0.10834,-0.079477,-0.09305,-0.031868,-0.93537,0.075993
0.1,-0.028011,-0.037789,0.032677,0.012805,0.030938,-0.10903,0.0046028,-0.012765,-0.10347,-0.012641,-0.038965,0.074599,0.10298,0.086507,0.025514,0.0032703,0.044391,-0.052796,0.063927,0.045526,0.060965,-0.0039747,0.0034442,0.018914,-0.022444,0.043584,-0.023932,-0.017315,0.0026441,0.06482,-0.015753,0.044088,-0.092032,-0.0042918,0.039798,-0.019733,0.068812,0.051386,-0.031916,-0.0011363,0.0037115,-0.026929,-2.0513e-16,-5.4614e-16,-5.7148e-16,-3.9378e-16,-9.8507e-16,7.629e-16,1.3377e-15,-0.12678,0.045339,0.7041,0.095022,0.044497,0.055011,-0.21887,-0.06111,0.037636,-0.21872,0.04424,0.21481,-0.26807,-0.051754,0.030232,0.014641,0.042334,0.040188,0.017877,0.00085343,-0.02589,0.001435,-0.011302,-0.0016701,-0.02653,0.30326,-0.16991,-0.021319,0.053791,-0.0039655,0.024949,-0.039115,0.0090064,-0.00049897,0.021774,0.0022878,0.0051986,0.01529,-0.021481,-0.0085381,0.011148,0.020712,-0.0096252,-0.0063275,-0.0086621,0.0060408,0.0073366,0.0021482,0.070587,0.034212
0.1,0.079472,0.028576,-0.061839,-0.022018,-0.030016,0.091972,-0.0085492,-0.023767,-0.037968,-0.0075449,0.013023,0.025151,-0.035806,0.051206,0.053421,0.00501,-0.005302,0.08735,0.0048607,0.078032,0.036345,0.08681,-0.054572,0.026597,-0.016422,-0.032595,-0.012174,0.080453,0.06146,0.0056897,0.0049403,0.040842,0.050925,-0.044459,0.068542,-0.019441,0.001068,-0.0072313,0.00081482,0.0099458,-0.017234,0.0050793,-8.3267e-17,-1.1641e-15,-2.5313e-17,2.2898e-16,-3.5437e-16,-4.79e-16,-2.9757e-16,0.020755,-0.018518,-0.0084108,0.031577,0.11079,-0.0072494,-0.028184,0.04288,-0.012991,-0.0017531,-0.040568,-0.011752,0.0014825,-0.0024245,0.0016565,0.00083103,-0.032356,0.043086,-0.0027779,0.038718,0.0091856,-0.087446,-0.062123,-0.15132,-0.29383,0.0039174,0.028413,0.055415,-0.11759,0.104,0.17517,-0.049122,0.22787,-0.060533,-0.16051,-0.33386,-0.044599,-0.030989,0.00047272,-0.37963,-0.45389,0.13226,-0.22074,-0.16763,0.19637,-0.13858,0.018731,-0.074607,0.0056876,-0.0048661
